Date,HIGH,CLOSE,LOW,OPEN,COUNT,VOLUME
2012-03-29,80.35461472423376,79.63660879012865,79.19339525055759,79.92026545545411,4688,903088
2012-03-30,80.79782826380482,80.48757878610508,79.79616566437423,79.81389420595707,4835,1078803
2012-04-02,81.63993398898985,81.40946294841288,80.51417159847935,80.61167857718499,5808,1079798
2012-04-03,81.33854878208155,80.1241436836568,79.78730139358281,81.06375638754747,6442,1052020
2012-04-04,80.21278639157103,78.92746712681493,78.86541723127499,79.90253691387127,6870,1036874
2012-04-05,78.77677452336079,78.58176056594952,77.47372671702186,77.48259098781327,6461,967119
2012-04-09,78.12968275558703,77.89921171501007,77.16347723932209,77.72192629918166,3911,646475
2012-04-10,77.64214786205886,77.02164890665937,76.56957109629688,77.59782650810175,7166,1022182
2012-04-11,77.64214786205886,77.3230341135677,77.17234151011353,77.56236942493607,4100,740695
2012-04-12,77.60669077889317,77.26098421802773,77.0748345314079,77.5712336957275,4762,891611
2012-04-13,77.20779859327922,76.51638547154833,76.26818588938856,77.20779859327922,5168,794787
2012-04-16,77.20779859327922,77.01278463586794,76.50752120075694,76.81777067845665,4415,830909
2012-04-17,77.88148317342723,77.71306202839023,77.2432556764449,77.26984848881916,3397,571322
2012-04-18,78.43106796249535,78.06763286004707,77.28757703040202,77.38508400910764,3694,532504
2012-04-19,77.9523973397586,77.1989343224878,76.85322776162236,77.9523973397586,3522,507692
2012-04-20,78.06763286004707,77.63328359126743,77.34962692594196,77.56236942493607,3114,882781
2012-04-23,77.36735546752479,76.78231359529099,76.5784353670883,77.31416984277627,4172,605703
2012-04-24,77.27871275961058,76.61389245025399,76.42774276363414,76.950734740328,3687,590654
2012-04-25,77.51804807097896,77.36735546752479,76.69367088737678,76.91527765716232,4735,732059
2012-04-26,78.4044751501211,78.07649713083849,77.12802015615642,77.34962692594196,5169,890108
2012-04-27,79.07815973026909,78.6172176491152,78.13854702637846,78.35128952537255,3260,549499
2012-04-30,78.86541723127499,78.1562755679613,78.12968275558703,78.62608191990661,3289,753439
