Date,HIGH,CLOSE,LOW,OPEN,COUNT,VOLUME
2012-03-29,78.58799804,78.49350001,77.52274752,77.90933036999999,,217666
2012-03-30,78.83712921,78.63954242,78.22718738,78.64813314999999,,237084
2012-04-02,80.22882747,79.94533338,78.67390533999999,78.73404045000001,,199794
2012-04-03,81.02776535999999,80.95044879,79.77351878,79.99687776,,212137
2012-04-04,80.52950301999999,80.05701287,80.02264995,80.51232156,,197843
2012-04-05,80.24600892999999,80.09996652,79.45566176999999,79.66183929,,166433
2012-04-09,79.01753454,77.30797926999999,77.27361635,78.88008285999999,,270266
2012-04-10,78.15846154,76.59494868,76.56917648999999,77.1447554,,277852
2012-04-11,77.79765088,76.92139642000001,76.85267058,77.05025737,,262742
2012-04-12,77.25643489000001,76.90421495999999,75.74446641,77.1447554,,494540
2012-04-13,76.8870335,76.04514196,76.01077904,76.8870335,,172536
2012-04-16,76.457497,75.71869422,75.47815378,76.457497,,226624
2012-04-17,78.75981264,78.62236096,75.90769028,75.90769028,,359052
2012-04-18,79.21512132999999,77.90073964,77.42824949,78.54504439,,307863
2012-04-19,77.21348124,76.31145459,75.50392597,76.86985204,,360627
2012-04-20,76.44890627,75.24620407,75.10875239,76.44890627,,410489
2012-04-23,74.85103049,74.74794173000001,74.23249793,74.57612713,,290010
2012-04-24,75.45238159,75.06579873999999,74.67062516,74.84243976,,159035
2012-04-25,75.71010349,74.92834706,74.80807684,75.31492991,,199108
2012-04-26,75.83037370999999,75.21184115,74.77371392,74.94552852,,228579
2012-04-27,75.52969816,75.16029676999999,75.07438947,75.27197626,,176305
2012-04-30,75.52969816,75.50392597,75.06579873999999,75.1688875,,187720
2012-05-01,76.42313408,76.1138678,75.07438947,75.13452457999999,,162119
2012-05-02,76.72380963,76.03655123,75.90769028,76.03655123,,172294
2012-05-03,75.95923465999999,74.85103049,74.59330858999999,75.95064393,,236091
2012-05-04,74.87680268,74.49021982999999,74.34417742000001,74.70498807999999,,190390
2012-05-07,74.97989144,74.77371392,74.32699595999999,74.42149398999999,952,157384
2012-05-08,74.89398414,74.81666757,73.88886873,74.35276814999999,1144,221999
2012-05-09,74.43008472,73.77718924,73.45933223,74.00913895000001,1254,184414
2012-05-10,75.00566363,73.76859851,73.63114682999999,74.5675364,989,149510
2012-05-11,74.99707289999999,74.49881056,73.72564485999999,73.72564485999999,951,196646
2012-05-14,74.04350187,73.30469909,73.02979573,74.04350187,1162,180009
2012-05-15,74.75653245999999,74.4816291,73.26174544,73.40778785,2181,374676
2012-05-16,75.14311531,74.45585691,74.18095355,74.83384903,1706,282076
2012-05-17,74.9111656,73.40778785,73.40778785,74.53317348,1704,234715
2012-05-18,73.61396537,72.35112806,72.162132,73.55383026,1262,293081
2012-05-21,73.43356004,73.41637857999999,71.84427498999999,72.36830952,718,117085
2012-05-22,73.97477603,73.11570302999999,72.78925529,73.67410048,909,145135
2012-05-23,73.12429376,72.6775758,72.0762247,72.78066455999999,1066,162444
2012-05-24,73.3648342,72.90093478,72.15354126999999,72.60025923,1155,186127
2012-05-25,74.00054822,73.64832829,72.90093478,72.90093478,853,138226
2012-05-29,74.60189932,74.1379999,73.75141704999999,74.0520926,844,119405
2012-05-30,73.93182238,73.25315470999999,73.16724741,73.71705413,1406,337331
2012-05-31,73.08134010999999,71.54359944,71.51782725,72.96966062,1846,542412
2012-06-01,70.88211323,70.76184301,70.06599388,70.83915957999999,2154,323461
2012-06-04,72.27381149,72.02468032,70.7017079,70.79620593,2167,326286
2012-06-05,73.05556792,72.64321288,71.6466882,71.6466882,1333,226713
2012-06-06,73.57960245,73.021205,71.53500871,71.58655309,1502,261305
2012-06-07,73.65691901999999,73.06415865,72.95247916,73.43356004,988,169701
2012-06-08,74.04350187,73.61396537,72.41126317,72.77207383,912,156589
2012-06-11,74.21531647,73.21879179,73.15865667999999,74.01772967999999,678,113033
2012-06-12,73.7084634,73.51946733999999,72.46280755,73.25315470999999,757,155054
2012-06-13,74.36135888,73.71705413,73.2789269,73.2789269,1035,173912
2012-06-14,75.06579873999999,74.81666757,73.50228588,74.12940917,1048,170476
2012-06-15,75.3407021,75.1688875,74.73076026999999,75.04002655,616,233899
2012-06-18,75.53828889,75.50392597,74.83384903,74.97130071,919,151110
2012-06-19,76.13963998999999,75.92487174,75.56406107999999,75.69292202999999,915,146733
2012-06-20,76.69803744,76.59494868,75.55547035000001,75.69292202999999,1238,192024
2012-06-21,77.54851971,75.32352064,75.21184115,77.0588481,1471,220256
2012-06-22,76.97294079999999,76.62072087,75.71869422,75.71869422,1728,388416
2012-06-25,76.44890627,75.73587567999999,75.71010349,76.04514196,1500,245342
2012-06-26,77.13616467,76.56058576,75.72728495,75.97641612,1352,217529
2012-06-27,77.47120314,76.77535401,76.34581751,76.79253547,1539,246726
2012-06-28,79.45566176999999,79.06907892000001,76.15682145000001,76.51763211,3272,579001
2012-06-29,80.86454149,79.55875053,79.21512132999999,79.47284323,2034,384461
2012-07-02,81.13085412,79.23230279,78.91444578,80.40064207,1603,298198
2012-07-03,80.09996652,79.86801681,79.17216768,79.17216768,706,116043
2012-07-05,79.85942607999999,78.93162724,78.75122191,79.68761148,1373,269445
2012-07-06,79.04330673,79.00894380999999,78.37322979,78.37322979,1019,178644
2012-07-09,79.4642525,79.19793987,78.78558482999999,78.78558482999999,1144,189414
2012-07-10,80.22023673999999,79.82506316,79.41270811999999,79.41270811999999,1295,231517
2012-07-11,80.39205134,80.01405922,79.50720615,79.73915586,1609,255663
2012-07-12,80.77004346,80.47795864,79.36975447,79.6360671,1454,243610
2012-07-13,81.8696569,81.82670325,80.28037185,80.42641426,2189,422617
2012-07-16,81.75797741,81.28548726,81.14803558,81.75797741,1212,217689
2012-07-17,80.45218645,79.50720615,79.23230279,80.04842214,2241,427275
2012-07-18,80.51232156,80.44359572,79.14639548999999,79.16357695,2140,349408
2012-07-19,76.81830766,75.70151276,74.79948610999999,75.81319225,4125,668104
2012-07-20,75.32352064,73.24456398,72.98684207999999,75.29774845,1927,399520
2012-07-23,72.60025923,72.45421682,71.9903174,72.42844463,1619,273505
2012-07-24,73.03838646,72.49717047,71.87004718,72.46280755,1516,235331
2012-07-25,72.84079967000001,72.35971879,71.74118623,72.48857973999999,1476,264063
2012-07-26,73.45074149999999,73.021205,72.65180360999999,73.1930196,1297,234641
2012-07-27,73.45074149999999,73.20161033,72.80643675,73.18442886999999,1413,282386
2012-07-30,73.44215077,72.97825135,72.66039434,73.04697718999999,1052,271655
2012-07-31,73.32188054999999,72.23944857000001,72.21367638,72.88375332,955,218525
2012-08-01,76.44890627,75.5125167,74.6534437,74.739351,3734,669255
2012-08-02,75.05720801,74.09504625,73.42496931,74.45585691,2072,326274
2012-08-03,75.45238159,75.12593385,74.49021982999999,74.58471786,1575,233357
2012-08-06,75.64996838,75.33211136999999,75.10875239,75.30633918,1542,258359
2012-08-07,75.72728495,75.52110743,75.38365575,75.5125167,1181,178673
2012-08-08,76.66367451999999,76.457497,75.54687962,75.54687962,1004,167121
2012-08-09,76.50904138,75.97641612,75.76164786999999,76.20836582999999,1032,171080
2012-08-10,76.25131948,76.02796049999999,75.63278692,76.02796049999999,841,152293
2012-08-13,76.13104926,76.00218831,75.78742006,76.02796049999999,657,101669
2012-08-14,76.33722678,76.08809561,75.95923465999999,76.15682145000001,546,89278
2012-08-15,76.44031554,76.02796049999999,75.87332735999999,76.18259364000001,470,69687
2012-08-16,76.68085598,76.54340429999999,75.74446641,75.79601079,670,97615
