Date,HIGH,CLOSE,LOW,OPEN,COUNT,VOLUME
2012-03-29,62.730000000000004,62.730000000000004,62.010000000000005,62.550000000000004,,589124.6666666666
2012-03-30,63.06,63.03,62.67,62.730000000000004,,1082102.6666666667
2012-04-02,63.54,63.300000000000004,62.849999999999994,63.03,,968084.6666666666
2012-04-03,63.480000000000004,63.42,62.97,63.239999999999995,,875697.3333333334
2012-04-04,63.63,63.57000000000001,63.12,63.150000000000006,,813197.0
2012-04-05,63.33,62.28,62.28,63.300000000000004,,1104003.3333333333
2012-04-09,62.099999999999994,61.83,61.739999999999995,61.949999999999996,,1198465.0
2012-04-10,61.67999999999999,61.11,60.96,61.650000000000006,,1225888.3333333333
2012-04-11,61.44,61.050000000000004,60.96,61.41,,813326.3333333334
2012-04-12,61.14,61.14,60.57000000000001,61.019999999999996,,829269.0
2012-04-13,61.83,61.230000000000004,60.900000000000006,61.11,,970002.6666666666
2012-04-16,62.19,61.89,61.11,61.17,,1872807.3333333333
2012-04-17,62.550000000000004,62.46,61.5,62.07000000000001,,1509979.6666666667
2012-04-18,63.39,63.06,62.04,62.31,,1655896.0
2012-04-19,63.03,62.61,62.400000000000006,62.97,,932966.6666666666
2012-04-20,63.150000000000006,63.03,62.489999999999995,62.699999999999996,,1007020.0
2012-04-23,62.82000000000001,62.79,62.400000000000006,62.82000000000001,,531740.0
2012-04-24,63.69,63.54,62.82000000000001,62.94,,748524.0
2012-04-25,64.02,63.87,63.480000000000004,63.75,,735411.3333333334
2012-04-26,64.19999999999999,64.14,63.599999999999994,63.78,,421744.3333333333
2012-04-27,64.5,64.28999999999999,64.02,64.19999999999999,,620220.6666666666
2012-04-30,64.38,64.28999999999999,63.900000000000006,64.23,,515611.0
2012-05-01,64.86,64.59,64.19999999999999,64.23,,486167.6666666667
2012-05-02,64.56,64.44,64.05000000000001,64.35,,711928.3333333334
2012-05-03,65.01,64.19999999999999,64.08,64.26,,1164793.6666666667
2012-05-04,64.98,64.67999999999999,64.26,64.26,,1176684.0
2012-05-07,64.71000000000001,64.41,64.19999999999999,64.56,3035,572755.0
2012-05-08,64.67999999999999,64.65,64.23,64.23,2158,599257.6666666666
2012-05-09,65.1,64.80000000000001,64.28999999999999,64.38,3146,777428.6666666666
2012-05-10,65.52,65.37,64.98,65.13,2780,696371.3333333334
2012-05-11,65.69999999999999,65.16,65.13,65.31,1803,529002.3333333334
2012-05-14,65.25,65.07000000000001,64.71000000000001,64.94999999999999,2342,483298.0
2012-05-15,65.31,65.03999999999999,64.89,65.1,2871,769062.3333333334
2012-05-16,64.62,64.17,64.11,64.5,2507,980319.3333333334
2012-05-17,64.89,64.28999999999999,64.28999999999999,64.71000000000001,3855,1171527.0
2012-05-18,65.07000000000001,64.38,64.19999999999999,64.44,4110,1207398.0
2012-05-21,64.5,64.17,63.84,64.38,2490,662748.6666666666
2012-05-22,65.07000000000001,64.94999999999999,64.19999999999999,64.23,3573,942780.0
2012-05-23,65.37,64.80000000000001,64.65,64.86,4419,802747.3333333334
2012-05-24,65.91,65.4,65.03999999999999,65.19,3555,855512.3333333334
2012-05-25,66.09,65.88,65.4,65.49,3808,727227.6666666666
2012-05-29,66.0,65.94,65.61,65.94,2595,597826.6666666666
2012-05-30,66.21000000000001,65.55000000000001,65.55000000000001,65.73,2713,627066.0
2012-05-31,66.27,65.94,65.55000000000001,65.55000000000001,2716,774677.0
2012-06-01,67.17,67.05000000000001,65.64,65.67,4475,1281138.0
2012-06-04,67.65,67.44,66.72,67.05000000000001,3349,842175.6666666666
2012-06-05,68.28,67.80000000000001,67.23,67.35,3048,786631.3333333334
2012-06-06,68.1,68.07000000000001,67.38,67.86,3001,1608614.3333333333
